geom,intersection_lat,intersection_lon,year,st_asgeojson,biccol,pedcol,bickill,pedkill,ambiccol,pmbiccol,ampedcol,pmpedcol,ambickill,pmbickill,ampedkill,pmpedkill,street_names,bicinj,pedinj,ambicinj,pmbicinj,ampedinj,pmpedinj
POINT(-122.479753557 37.7195730594),37.71957306,-122.4797536,2009,"{""type"":""Point"",""coordinates"":[-122.479753557,37.7195730594]}",1,0,0,0,1,0,0,0,0,0,0,0,"['FONT BLVD', 'SERRANO DR']",1,0,1,0,0,0
POINT(-122.479785677 37.7859826179),37.78598262,-122.4797857,2011,"{""type"":""Point"",""coordinates"":[-122.479785677,37.7859826179]}",0,1,0,0,0,0,0,1,0,0,0,0,"['20TH AVE', 'LAKE ST']",0,1,0,0,0,1
POINT(-122.479895428 37.7704958787),37.77049588,-122.4798954,2006,"{""type"":""Point"",""coordinates"":[-122.479895428,37.7704958787]}",1,0,0,0,0,1,0,0,0,0,0,0,"['JOHN F KENNEDY DR', 'TRANSVERSE DR']",1,0,0,1,0,0
POINT(-122.479895428 37.7704958787),37.77049588,-122.4798954,2009,"{""type"":""Point"",""coordinates"":[-122.479895428,37.7704958787]}",2,1,0,0,0,2,0,1,0,0,0,0,"['JOHN F KENNEDY DR', 'TRANSVERSE DR']",2,1,0,2,0,1
POINT(-122.479895428 37.7704958787),37.77049588,-122.4798954,2010,"{""type"":""Point"",""coordinates"":[-122.479895428,37.7704958787]}",2,0,0,0,1,1,0,0,0,0,0,0,"['JOHN F KENNEDY DR', 'TRANSVERSE DR']",2,0,1,1,0,0
POINT(-122.479895428 37.7704958787),37.77049588,-122.4798954,2011,"{""type"":""Point"",""coordinates"":[-122.479895428,37.7704958787]}",1,0,0,0,0,1,0,0,0,0,0,0,"['JOHN F KENNEDY DR', 'TRANSVERSE DR']",1,0,0,1,0,0
POINT(-122.479904581 37.7727655808),37.77276558,-122.4799046,2012,"{""type"":""Point"",""coordinates"":[-122.479904581,37.7727655808]}",0,1,0,0,0,0,0,1,0,0,0,0,"['21ST AVE', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.479945067 37.7578254796),37.75782548,-122.4799451,2006,"{""type"":""Point"",""coordinates"":[-122.479945067,37.7578254796]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'LAWTON ST']",0,1,0,0,0,1
POINT(-122.479945067 37.7578254796),37.75782548,-122.4799451,2008,"{""type"":""Point"",""coordinates"":[-122.479945067,37.7578254796]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'LAWTON ST']",1,0,0,1,0,0
POINT(-122.479945067 37.7578254796),37.75782548,-122.4799451,2010,"{""type"":""Point"",""coordinates"":[-122.479945067,37.7578254796]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'LAWTON ST']",1,0,0,1,0,0
POINT(-122.479945067 37.7578254796),37.75782548,-122.4799451,2014,"{""type"":""Point"",""coordinates"":[-122.479945067,37.7578254796]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'LAWTON ST']",1,0,0,1,0,0
POINT(-122.479945067 37.7578254796),37.75782548,-122.4799451,2017,"{""type"":""Point"",""coordinates"":[-122.479945067,37.7578254796]}",0,1,0,0,0,0,1,0,0,0,0,0,"['22ND AVE', 'LAWTON ST']",0,1,0,0,1,0
POINT(-122.480040015 37.7746323482),37.77463235,-122.48004,2015,"{""type"":""Point"",""coordinates"":[-122.480040015,37.7746323482]}",1,0,0,0,0,1,0,0,0,0,0,0,"['21ST AVE', 'CABRILLO ST']",1,0,0,1,0,0
POINT(-122.480175348 37.7764976089),37.77649761,-122.4801753,2012,"{""type"":""Point"",""coordinates"":[-122.480175348,37.7764976089]}",0,1,0,0,0,0,0,1,0,0,0,0,"['21ST AVE', 'BALBOA ST']",0,1,0,0,0,1
POINT(-122.480206544 37.7615588306),37.76155883,-122.4802065,2006,"{""type"":""Point"",""coordinates"":[-122.480206544,37.7615588306]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'JUDAH ST']",0,1,0,0,0,1
POINT(-122.480206544 37.7615588306),37.76155883,-122.4802065,2014,"{""type"":""Point"",""coordinates"":[-122.480206544,37.7615588306]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'JUDAH ST']",0,1,0,0,0,1
POINT(-122.480336927 37.7634202921),37.76342029,-122.4803369,2008,"{""type"":""Point"",""coordinates"":[-122.480336927,37.7634202921]}",2,1,0,0,1,1,0,1,0,0,0,0,"['22ND AVE', 'IRVING ST']",2,1,1,1,0,1
POINT(-122.480336927 37.7634202921),37.76342029,-122.4803369,2010,"{""type"":""Point"",""coordinates"":[-122.480336927,37.7634202921]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'IRVING ST']",1,0,0,1,0,0
POINT(-122.480336927 37.7634202921),37.76342029,-122.4803369,2015,"{""type"":""Point"",""coordinates"":[-122.480336927,37.7634202921]}",0,1,0,0,0,0,1,0,0,0,0,0,"['22ND AVE', 'IRVING ST']",0,1,0,0,1,0
POINT(-122.480450628 37.7802802382),37.78028024,-122.4804506,2007,"{""type"":""Point"",""coordinates"":[-122.480450628,37.7802802382]}",0,1,0,0,0,0,1,0,0,0,0,0,"['21ST AVE', 'GEARY BLVD']",0,1,0,0,1,0
POINT(-122.480450628 37.7802802382),37.78028024,-122.4804506,2009,"{""type"":""Point"",""coordinates"":[-122.480450628,37.7802802382]}",0,1,0,0,0,0,1,0,0,0,0,0,"['21ST AVE', 'GEARY BLVD']",0,1,0,0,1,0
POINT(-122.480450628 37.7802802382),37.78028024,-122.4804506,2010,"{""type"":""Point"",""coordinates"":[-122.480450628,37.7802802382]}",0,2,0,0,0,0,1,1,0,0,0,0,"['21ST AVE', 'GEARY BLVD']",0,2,0,0,1,1
POINT(-122.480450628 37.7802802382),37.78028024,-122.4804506,2011,"{""type"":""Point"",""coordinates"":[-122.480450628,37.7802802382]}",1,0,0,0,1,0,0,0,0,0,0,0,"['21ST AVE', 'GEARY BLVD']",1,0,1,0,0,0
POINT(-122.480450628 37.7802802382),37.78028024,-122.4804506,2015,"{""type"":""Point"",""coordinates"":[-122.480450628,37.7802802382]}",0,1,0,0,0,0,1,0,0,0,0,0,"['21ST AVE', 'GEARY BLVD']",0,1,0,0,1,0
POINT(-122.480469021 37.765306089),37.76530609,-122.480469,2009,"{""type"":""Point"",""coordinates"":[-122.480469021,37.765306089]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'LINCOLN WAY']",0,1,0,0,0,1
POINT(-122.480469021 37.765306089),37.76530609,-122.480469,2011,"{""type"":""Point"",""coordinates"":[-122.480469021,37.765306089]}",1,0,0,0,1,0,0,0,0,0,0,0,"['22ND AVE', 'LINCOLN WAY']",1,0,1,0,0,0
POINT(-122.480469021 37.765306089),37.76530609,-122.480469,2012,"{""type"":""Point"",""coordinates"":[-122.480469021,37.765306089]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'LINCOLN WAY']",1,0,0,1,0,0
POINT(-122.480669406 37.720972224),37.72097222,-122.4806694,2017,"{""type"":""Point"",""coordinates"":[-122.480669406,37.720972224]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HOLLOWAY AVE', 'TAPIA DR']",0,1,0,0,0,1
POINT(-122.480725307 37.7840766078),37.78407661,-122.4807253,2010,"{""type"":""Point"",""coordinates"":[-122.480725307,37.7840766078]}",0,1,0,0,0,0,0,1,0,0,0,0,"['21ST AVE', 'CALIFORNIA ST']",0,1,0,0,0,1
POINT(-122.480786754 37.7390887559),37.73908876,-122.4807868,2009,"{""type"":""Point"",""coordinates"":[-122.480786754,37.7390887559]}",0,1,0,0,0,0,0,1,0,0,0,0,"['24TH AVE', 'VICENTE ST']",0,1,0,0,0,1
POINT(-122.4808601 37.7859339632),37.78593396,-122.4808601,2011,"{""type"":""Point"",""coordinates"":[-122.4808601,37.7859339632]}",1,0,0,0,1,0,0,0,0,0,0,0,"['21ST AVE', 'LAKE ST']",1,0,1,0,0,0
POINT(-122.480900056 37.731158058),37.73115806,-122.4809001,2011,"{""type"":""Point"",""coordinates"":[-122.480900056,37.731158058]}",1,0,0,0,1,0,0,0,0,0,0,0,"['25TH AVE', 'EUCALYPTUS DR']",1,0,1,0,0,0
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2006,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2007,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",0,2,0,0,0,0,1,1,0,0,0,0,"['22ND AVE', 'FULTON ST']",0,2,0,0,1,1
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2009,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2010,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",1,0,0,0,1,0,0,0,0,0,0,0,"['22ND AVE', 'FULTON ST']",1,0,1,0,0,0
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2013,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2015,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'FULTON ST']",1,0,0,1,0,0
POINT(-122.480978766 37.7727162822),37.77271628,-122.4809788,2017,"{""type"":""Point"",""coordinates"":[-122.480978766,37.7727162822]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.481058032 37.7207027276),37.72070273,-122.481058,2012,"{""type"":""Point"",""coordinates"":[-122.481058032,37.7207027276]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FONT BLVD', 'HOLLOWAY AVE', 'TAPIA DR']",0,1,0,0,0,1
POINT(-122.481112863 37.7745833786),37.77458338,-122.4811129,2006,"{""type"":""Point"",""coordinates"":[-122.481112863,37.7745833786]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'CABRILLO ST']",1,0,0,1,0,0
POINT(-122.481112863 37.7745833786),37.77458338,-122.4811129,2008,"{""type"":""Point"",""coordinates"":[-122.481112863,37.7745833786]}",1,0,0,0,1,0,0,0,0,0,0,0,"['22ND AVE', 'CABRILLO ST']",1,0,1,0,0,0
POINT(-122.481112863 37.7745833786),37.77458338,-122.4811129,2010,"{""type"":""Point"",""coordinates"":[-122.481112863,37.7745833786]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'CABRILLO ST']",1,0,0,1,0,0
POINT(-122.481112863 37.7745833786),37.77458338,-122.4811129,2014,"{""type"":""Point"",""coordinates"":[-122.481112863,37.7745833786]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'CABRILLO ST']",0,1,0,0,0,1
POINT(-122.481112863 37.7745833786),37.77458338,-122.4811129,2016,"{""type"":""Point"",""coordinates"":[-122.481112863,37.7745833786]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'CABRILLO ST']",0,1,0,0,0,1
POINT(-122.481181215 37.7446811833),37.74468118,-122.4811812,2011,"{""type"":""Point"",""coordinates"":[-122.481181215,37.7446811833]}",0,1,0,0,0,0,1,0,0,0,0,0,"['24TH AVE', 'SANTIAGO ST']",0,1,0,0,1,0
POINT(-122.48127843 37.7615116695),37.76151167,-122.4812784,2017,"{""type"":""Point"",""coordinates"":[-122.48127843,37.7615116695]}",0,1,0,0,0,0,1,0,0,0,0,0,"['23RD AVE', 'JUDAH ST']",0,1,0,0,1,0
POINT(-122.48138064 37.778311449),37.77831145,-122.4813806,2008,"{""type"":""Point"",""coordinates"":[-122.48138064,37.778311449]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'ANZA ST']",0,1,0,0,0,1
POINT(-122.481408837 37.7633730938),37.76337309,-122.4814088,2007,"{""type"":""Point"",""coordinates"":[-122.481408837,37.7633730938]}",0,1,0,0,0,0,1,0,0,0,0,0,"['23RD AVE', 'IRVING ST']",0,1,0,0,1,0
POINT(-122.481408837 37.7633730938),37.76337309,-122.4814088,2010,"{""type"":""Point"",""coordinates"":[-122.481408837,37.7633730938]}",1,1,0,0,1,0,0,1,0,0,0,0,"['23RD AVE', 'IRVING ST']",1,1,1,0,0,1
POINT(-122.481408837 37.7633730938),37.76337309,-122.4814088,2015,"{""type"":""Point"",""coordinates"":[-122.481408837,37.7633730938]}",0,1,0,0,0,0,1,0,0,0,0,0,"['23RD AVE', 'IRVING ST']",0,1,0,0,1,0
POINT(-122.481440244 37.7484090325),37.74840903,-122.4814402,2010,"{""type"":""Point"",""coordinates"":[-122.481440244,37.7484090325]}",0,1,0,0,0,0,0,1,0,0,0,0,"['24TH AVE', 'QUINTARA ST']",0,1,0,0,0,1
POINT(-122.481440244 37.7484090325),37.74840903,-122.4814402,2012,"{""type"":""Point"",""coordinates"":[-122.481440244,37.7484090325]}",1,0,0,0,1,0,0,0,0,0,0,0,"['24TH AVE', 'QUINTARA ST']",1,0,1,0,0,0
POINT(-122.481515723 37.7802258189),37.78022582,-122.4815157,2007,"{""type"":""Point"",""coordinates"":[-122.481515723,37.7802258189]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'GEARY BLVD']",0,1,0,0,0,1
POINT(-122.481515723 37.7802258189),37.78022582,-122.4815157,2008,"{""type"":""Point"",""coordinates"":[-122.481515723,37.7802258189]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'GEARY BLVD']",0,1,0,0,0,1
POINT(-122.481515723 37.7802258189),37.78022582,-122.4815157,2011,"{""type"":""Point"",""coordinates"":[-122.481515723,37.7802258189]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'GEARY BLVD']",0,1,0,0,0,1
POINT(-122.481515723 37.7802258189),37.78022582,-122.4815157,2017,"{""type"":""Point"",""coordinates"":[-122.481515723,37.7802258189]}",0,2,0,0,0,0,1,1,0,0,0,0,"['22ND AVE', 'GEARY BLVD']",0,2,0,0,1,1
POINT(-122.481541007 37.7652595826),37.76525958,-122.481541,2007,"{""type"":""Point"",""coordinates"":[-122.481541007,37.7652595826]}",0,1,0,0,0,0,0,1,0,0,0,0,"['23RD AVE', 'LINCOLN WAY']",0,1,0,0,0,1
POINT(-122.481541007 37.7652595826),37.76525958,-122.481541,2012,"{""type"":""Point"",""coordinates"":[-122.481541007,37.7652595826]}",0,1,0,0,0,0,0,1,0,0,0,0,"['23RD AVE', 'LINCOLN WAY']",0,1,0,0,0,1
POINT(-122.481659894 37.782160422),37.78216042,-122.4816599,2008,"{""type"":""Point"",""coordinates"":[-122.481659894,37.782160422]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'CLEMENT ST']",0,1,0,0,0,1
POINT(-122.481659894 37.782160422),37.78216042,-122.4816599,2015,"{""type"":""Point"",""coordinates"":[-122.481659894,37.782160422]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'CLEMENT ST']",1,0,0,1,0,0
POINT(-122.481702108 37.7521400039),37.75214,-122.4817021,2008,"{""type"":""Point"",""coordinates"":[-122.481702108,37.7521400039]}",0,1,0,0,0,0,1,0,0,0,0,0,"['24TH AVE', 'ORTEGA ST']",0,1,0,0,1,0
POINT(-122.481702108 37.7521400039),37.75214,-122.4817021,2010,"{""type"":""Point"",""coordinates"":[-122.481702108,37.7521400039]}",0,1,0,0,0,0,0,1,0,0,0,0,"['24TH AVE', 'ORTEGA ST']",0,1,0,0,0,1
POINT(-122.481702108 37.7521400039),37.75214,-122.4817021,2012,"{""type"":""Point"",""coordinates"":[-122.481702108,37.7521400039]}",0,1,0,0,0,0,1,0,0,0,0,0,"['24TH AVE', 'ORTEGA ST']",0,1,0,0,1,0
POINT(-122.481785355 37.7718880036),37.771888,-122.4817854,2007,"{""type"":""Point"",""coordinates"":[-122.481785355,37.7718880036]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CROSSOVER DR', 'TRANSVERSE DR']",1,0,0,1,0,0
POINT(-122.481785355 37.7718880036),37.771888,-122.4817854,2008,"{""type"":""Point"",""coordinates"":[-122.481785355,37.7718880036]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CROSSOVER DR', 'TRANSVERSE DR']",1,0,0,1,0,0
POINT(-122.481785355 37.7718880036),37.771888,-122.4817854,2010,"{""type"":""Point"",""coordinates"":[-122.481785355,37.7718880036]}",1,1,0,0,0,1,0,1,0,0,0,0,"['CROSSOVER DR', 'TRANSVERSE DR']",1,1,0,1,0,1
POINT(-122.481785355 37.7718880036),37.771888,-122.4817854,2011,"{""type"":""Point"",""coordinates"":[-122.481785355,37.7718880036]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CROSSOVER DR', 'TRANSVERSE DR']",1,0,0,1,0,0
POINT(-122.481787405 37.7311697539),37.73116975,-122.4817874,2012,"{""type"":""Point"",""coordinates"":[-122.481787405,37.7311697539]}",0,1,0,0,0,0,0,1,0,0,0,0,"['26TH AVE', 'EUCALYPTUS DR']",0,1,0,0,0,1
POINT(-122.481791172 37.7840282384),37.78402824,-122.4817912,2007,"{""type"":""Point"",""coordinates"":[-122.481791172,37.7840282384]}",0,1,0,0,0,0,1,0,0,0,0,0,"['22ND AVE', 'CALIFORNIA ST']",0,1,0,0,1,0
POINT(-122.481929204 37.7858844391),37.78588444,-122.4819292,2010,"{""type"":""Point"",""coordinates"":[-122.481929204,37.7858844391]}",0,1,0,0,0,0,0,1,0,0,0,0,"['22ND AVE', 'LAKE ST']",0,1,0,0,0,1
POINT(-122.481929204 37.7858844391),37.78588444,-122.4819292,2011,"{""type"":""Point"",""coordinates"":[-122.481929204,37.7858844391]}",1,0,0,0,0,1,0,0,0,0,0,0,"['22ND AVE', 'LAKE ST']",1,0,0,1,0,0
POINT(-122.481929204 37.7858844391),37.78588444,-122.4819292,2012,"{""type"":""Point"",""coordinates"":[-122.481929204,37.7858844391]}",1,0,0,0,1,0,0,0,0,0,0,0,"['22ND AVE', 'LAKE ST']",1,0,1,0,0,0
POINT(-122.482014082 37.7344198411),37.73441984,-122.4820141,2008,"{""type"":""Point"",""coordinates"":[-122.482014082,37.7344198411]}",0,1,0,0,0,0,0,1,0,0,0,0,"['26TH AVE', 'SLOAT BLVD']",0,1,0,0,0,1
POINT(-122.482121649 37.7427672829),37.74276728,-122.4821216,2008,"{""type"":""Point"",""coordinates"":[-122.482121649,37.7427672829]}",0,1,0,0,0,0,1,0,0,0,0,0,"['25TH AVE', 'TARAVAL ST']",0,1,0,0,1,0
POINT(-122.482221163 37.7595957235),37.75959572,-122.4822212,2011,"{""type"":""Point"",""coordinates"":[-122.482221163,37.7595957235]}",0,1,0,0,0,0,1,0,0,0,0,0,"['24TH AVE', 'KIRKHAM ST']",0,1,0,0,1,0
POINT(-122.482221163 37.7595957235),37.75959572,-122.4822212,2013,"{""type"":""Point"",""coordinates"":[-122.482221163,37.7595957235]}",0,1,0,0,0,0,1,0,0,0,0,0,"['24TH AVE', 'KIRKHAM ST']",0,1,0,0,1,0
POINT(-122.482305621 37.7217846866),37.72178469,-122.4823056,2008,"{""type"":""Point"",""coordinates"":[-122.482305621,37.7217846866]}",0,1,0,0,0,0,0,1,0,0,0,0,"['ARBALLO DR', 'FONT BLVD', 'TAPIA DR']",0,1,0,0,0,1
POINT(-122.482305621 37.7217846866),37.72178469,-122.4823056,2009,"{""type"":""Point"",""coordinates"":[-122.482305621,37.7217846866]}",1,0,0,0,1,0,0,0,0,0,0,0,"['ARBALLO DR', 'FONT BLVD', 'TAPIA DR']",1,0,1,0,0,0
POINT(-122.482305621 37.7217846866),37.72178469,-122.4823056,2012,"{""type"":""Point"",""coordinates"":[-122.482305621,37.7217846866]}",0,1,0,0,0,0,1,0,0,0,0,0,"['ARBALLO DR', 'FONT BLVD', 'TAPIA DR']",0,1,0,0,1,0
POINT(-122.482318449 37.7763998868),37.77639989,-122.4823184,2006,"{""type"":""Point"",""coordinates"":[-122.482318449,37.7763998868]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD AVE', 'BALBOA ST']",1,0,0,1,0,0
POINT(-122.482318449 37.7763998868),37.77639989,-122.4823184,2011,"{""type"":""Point"",""coordinates"":[-122.482318449,37.7763998868]}",0,1,0,0,0,0,1,0,0,0,0,0,"['23RD AVE', 'BALBOA ST']",0,1,0,0,1,0
POINT(-122.4823521 37.7614644208),37.76146442,-122.4823521,2015,"{""type"":""Point"",""coordinates"":[-122.4823521,37.7614644208]}",1,0,0,0,1,0,0,0,0,0,0,0,"['24TH AVE', 'JUDAH ST']",1,0,1,0,0,0
POINT(-122.482371857 37.7667701854),37.76677019,-122.4823719,2008,"{""type"":""Point"",""coordinates"":[-122.482371857,37.7667701854]}",1,0,0,0,0,1,0,0,0,0,0,0,"['25TH AVE', 'MARTIN LUTHER KING JR DR']",1,0,0,1,0,0
POINT(-122.482482532 37.763325807),37.76332581,-122.4824825,2007,"{""type"":""Point"",""coordinates"":[-122.482482532,37.763325807]}",1,1,0,0,1,0,0,1,0,0,0,0,"['24TH AVE', 'IRVING ST']",1,1,1,0,0,1
POINT(-122.482482532 37.763325807),37.76332581,-122.4824825,2008,"{""type"":""Point"",""coordinates"":[-122.482482532,37.763325807]}",0,1,0,0,0,0,0,1,0,0,0,0,"['24TH AVE', 'IRVING ST']",0,1,0,0,0,1
POINT(-122.482482532 37.763325807),37.76332581,-122.4824825,2014,"{""type"":""Point"",""coordinates"":[-122.482482532,37.763325807]}",1,0,0,0,1,0,0,0,0,0,0,0,"['24TH AVE', 'IRVING ST']",1,0,1,0,0,0
POINT(-122.482482532 37.763325807),37.76332581,-122.4824825,2016,"{""type"":""Point"",""coordinates"":[-122.482482532,37.763325807]}",1,1,0,0,0,1,0,1,0,0,0,0,"['24TH AVE', 'IRVING ST']",1,1,0,1,0,1
POINT(-122.482591529 37.7801894714),37.78018947,-122.4825915,2006,"{""type"":""Point"",""coordinates"":[-122.482591529,37.7801894714]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD AVE', 'GEARY BLVD']",1,0,0,1,0,0
POINT(-122.482591529 37.7801894714),37.78018947,-122.4825915,2009,"{""type"":""Point"",""coordinates"":[-122.482591529,37.7801894714]}",0,1,0,0,0,0,0,1,0,0,0,0,"['23RD AVE', 'GEARY BLVD']",0,1,0,0,0,1
POINT(-122.482591529 37.7801894714),37.78018947,-122.4825915,2010,"{""type"":""Point"",""coordinates"":[-122.482591529,37.7801894714]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD AVE', 'GEARY BLVD']",1,0,0,1,0,0
POINT(-122.482591529 37.7801894714),37.78018947,-122.4825915,2014,"{""type"":""Point"",""coordinates"":[-122.482591529,37.7801894714]}",0,1,0,0,0,0,0,1,0,0,0,0,"['23RD AVE', 'GEARY BLVD']",0,1,0,0,0,1
POINT(-122.482735197 37.7821217588),37.78212176,-122.4827352,2008,"{""type"":""Point"",""coordinates"":[-122.482735197,37.7821217588]}",0,1,0,0,0,0,0,1,0,0,0,0,"['23RD AVE', 'CLEMENT ST']",0,1,0,0,0,1
POINT(-122.482735197 37.7821217588),37.78212176,-122.4827352,2011,"{""type"":""Point"",""coordinates"":[-122.482735197,37.7821217588]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD AVE', 'CLEMENT ST']",1,0,0,1,0,0
POINT(-122.482735197 37.7821217588),37.78212176,-122.4827352,2012,"{""type"":""Point"",""coordinates"":[-122.482735197,37.7821217588]}",0,1,0,0,0,0,0,1,0,0,0,0,"['23RD AVE', 'CLEMENT ST']",0,1,0,0,0,1
POINT(-122.482769583 37.7520928947),37.75209289,-122.4827696,2008,"{""type"":""Point"",""coordinates"":[-122.482769583,37.7520928947]}",0,1,0,0,0,0,0,1,0,0,0,0,"['25TH AVE', 'ORTEGA ST']",0,1,0,0,0,1
POINT(-122.482899356 37.7539572351),37.75395724,-122.4828994,2008,"{""type"":""Point"",""coordinates"":[-122.482899356,37.7539572351]}",0,2,0,0,0,0,0,2,0,0,0,0,"['25TH AVE', 'NORIEGA ST']",0,2,0,0,0,2
POINT(-122.482899356 37.7539572351),37.75395724,-122.4828994,2010,"{""type"":""Point"",""coordinates"":[-122.482899356,37.7539572351]}",0,1,0,0,0,0,0,1,0,0,0,0,"['25TH AVE', 'NORIEGA ST']",0,1,0,0,0,1
POINT(-122.482899356 37.7539572351),37.75395724,-122.4828994,2011,"{""type"":""Point"",""coordinates"":[-122.482899356,37.7539572351]}",0,1,0,0,0,0,1,0,0,0,0,0,"['25TH AVE', 'NORIEGA ST']",0,1,0,0,1,0
POINT(-122.482933057 37.738994226),37.73899423,-122.4829331,2016,"{""type"":""Point"",""coordinates"":[-122.482933057,37.738994226]}",1,0,0,0,0,1,0,0,0,0,0,0,"['26TH AVE', 'VICENTE ST']",1,0,0,1,0,0
POINT(-122.483004748 37.7858346059),37.78583461,-122.4830047,2006,"{""type"":""Point"",""coordinates"":[-122.483004748,37.7858346059]}",0,1,0,0,0,0,1,0,0,0,0,0,"['23RD AVE', 'LAKE ST']",0,1,0,0,1,0
POINT(-122.483004748 37.7858346059),37.78583461,-122.4830047,2009,"{""type"":""Point"",""coordinates"":[-122.483004748,37.7858346059]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD AVE', 'LAKE ST']",1,0,0,1,0,0
POINT(-122.483119122 37.7726180247),37.77261802,-122.4831191,2014,"{""type"":""Point"",""coordinates"":[-122.483119122,37.7726180247]}",1,1,0,0,1,0,0,1,0,0,0,0,"['24TH AVE', 'FULTON ST']",1,1,1,0,0,1
POINT(-122.483159761 37.7182710887),37.71827109,-122.4831598,2006,"{""type"":""Point"",""coordinates"":[-122.483159761,37.7182710887]}",0,1,0,0,0,0,0,1,0,0,0,0,"['ARBALLO DR', 'HIGUERA AVE']",0,1,0,0,0,1
POINT(-122.483161458 37.7576838471),37.75768385,-122.4831615,2006,"{""type"":""Point"",""coordinates"":[-122.483161458,37.7576838471]}",0,1,0,0,0,0,0,1,0,0,0,0,"['25TH AVE', 'LAWTON ST']",0,1,0,0,0,1
POINT(-122.483192383 37.7427202127),37.74272021,-122.4831924,2006,"{""type"":""Point"",""coordinates"":[-122.483192383,37.7427202127]}",0,1,0,0,0,0,0,1,0,0,0,0,"['26TH AVE', 'TARAVAL ST']",0,1,0,0,0,1
POINT(-122.483192383 37.7427202127),37.74272021,-122.4831924,2010,"{""type"":""Point"",""coordinates"":[-122.483192383,37.7427202127]}",1,1,0,0,0,1,0,1,0,0,0,0,"['26TH AVE', 'TARAVAL ST']",1,1,0,1,0,1
POINT(-122.483192383 37.7427202127),37.74272021,-122.4831924,2011,"{""type"":""Point"",""coordinates"":[-122.483192383,37.7427202127]}",0,1,0,0,0,0,0,1,0,0,0,0,"['26TH AVE', 'TARAVAL ST']",0,1,0,0,0,1
POINT(-122.483192383 37.7427202127),37.74272021,-122.4831924,2014,"{""type"":""Point"",""coordinates"":[-122.483192383,37.7427202127]}",0,2,0,0,0,0,0,2,0,0,0,0,"['26TH AVE', 'TARAVAL ST']",0,2,0,0,0,2
